,m,b,r,sd,perChange,bottomLinePerDistance,bottomLineXUp,bottomLineXDown,safetyLineXUp,safetyLineXDown,topLineXUp,topLineXDown,midLineXUp,midLineXDown,smaDist,lastHigh,lastLow,averageDown,averageUp,Ticker,TP%,SL%,days
49,0.16163461071160126,0.8763511096984066,0.1375350790112838,0.4781182690302292,0.6189004242685139,0.9402384823412108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3641299145623164,0.957633003733662,0.9691767876510833,1.0,0.0056666254338722175,JPM,0.01812580030071609,0.029999999999999916,21
50,0.17244870715342409,0.8676751114092567,0.1083242142379548,0.5123837112130367,0.4868130182330114,0.9469614411877196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3904400806062663,0.980124594464901,0.9855400689376711,1.0,0.0056666254338722175,JPM,0.012894490221135646,0.030000000000000027,21
51,0.18325254676774058,0.8589652654789385,0.08262230458890522,0.5459202216806536,0.4813050481117211,0.9493244890048435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41762576572919,1.0,1.0,1.0,0.0056666254338722175,JPM,0.00831621813591088,0.029999999999999916,21
52,0.19471768516720825,0.8496776412559954,0.05142217891839933,0.5832825773300967,0.5460838960517277,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44530053170076994,0.5173279715566453,0.5556812424582882,0.3112400285369971,0.21024705876373845,JPM,-0.004121883610941568,0.0344440219698805,21
53,0.20613854411462898,0.8403814071296766,0.02445590057655056,0.6195919272193102,0.4787490631825974,0.9998243553438977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47429088234399275,0.5173279715566453,0.5556812424582882,0.3112400285369971,0.21024705876373845,JPM,-0.00843171427496292,0.03862262846143805,21
54,0.21639821892574554,0.8319903845572635,0.013940147686669136,0.647892184277647,0.37302310288902857,0.9187118700176692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.503496292970789,0.5173279715566453,0.5556812424582882,0.3112400285369971,0.21024705876373845,JPM,0.0024188879110516037,0.030000000000000138,21
55,0.22630968524320452,0.8238455481881902,0.0085093644084799,0.673837701450722,0.44673241687343607,0.8950524665094455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5315239898969496,0.5173279715566453,0.5556812424582882,0.3112400285369971,0.21024705876373845,JPM,0.002064316121689558,0.030343104703860813,21
56,0.23582512468283554,0.815989091701997,0.007885235520587364,0.6973324688596821,0.4410154108071223,0.8676075499232759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5600953994714846,0.5173279715566453,0.5556812424582882,0.3112400285369971,0.21024705876373845,JPM,0.0024188879110516037,0.030000000000000138,21
57,0.24620453694455663,0.8073788693971642,0.0,0.7256230460354334,0.5650107746870826,0.9299647110451701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5899107923911384,0.5173279715566453,0.5556812424582882,0.3112400285369971,0.21024705876373845,JPM,-0.012383813327216386,0.052419165460473316,21
58,0.2551975813965144,0.7998836817113036,0.005482045368534401,0.745953905154122,0.34652750279624367,0.8319702002046908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6211829117532883,0.5173279715566453,0.5556812424582882,0.3112400285369971,0.21024705876373845,JPM,-5.9005846330340006e-05,0.040593973127789895,21
59,0.26431320899737637,0.7922508263359865,0.010328232487497962,0.7668589538183292,0.4903165187179683,0.8407019569298231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6525802610281496,0.5173279715566453,0.5556812424582882,0.3112400285369971,0.21024705876373845,JPM,-0.005794491277070546,0.04895148284719775,21
60,0.27411428576067315,0.7840058475837949,0.010008935469297894,0.791397159546602,0.5466093719047707,0.8894204238289903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6813892032830987,0.5173279715566453,0.5556812424582882,0.3112400285369971,0.21024705876373845,JPM,-0.018433284114557358,0.06104164436936965,21
61,0.283759338663808,0.7758545575364936,0.011671411357540401,0.8149246385593522,0.4637660801973841,0.8786032573669845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.711394784103132,0.5173279715566453,0.5556812424582882,0.3112400285369971,0.21024705876373845,JPM,-0.020922419619660015,0.06342273018145794,21
62,0.293178267910722,0.767857687699926,0.01563949572469563,0.8371123177355171,0.45645421565865424,0.8626589307532381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7359210127199836,0.5173279715566453,0.5556812424582882,0.3112400285369971,0.21024705876373845,JPM,-0.02250010632860744,0.06493193184239376,21
63,0.30239500589360446,0.7599965870797094,0.021473934408480697,0.8581505956035888,0.45819088386872897,0.8482404997640287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7545566255071416,0.5173279715566453,0.5556812424582882,0.3112400285369971,0.21024705876373845,JPM,-0.024296564959675138,0.06665040885968354,21
64,0.31134251464657625,0.7523302694007243,0.029421918418053618,0.8777490503302751,0.45100153517994407,0.8289631618787614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7733619060450537,0.5173279715566453,0.5556812424582882,0.3112400285369971,0.21024705876373845,JPM,-0.02519261783849458,0.0675075654075149,21
65,0.31939454339976914,0.7453998488419619,0.042976814664879105,0.8929994199545446,0.3878735013020828,0.7655383306000977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7867839135067288,0.5173279715566453,0.5556812424582882,0.3112400285369971,0.21024705876373845,JPM,-0.01809307222391965,0.0607162005740276,21
66,0.3265984309379717,0.7391713713733792,0.06063718987150156,0.9045927686238409,0.38865795766601,0.7052332522082032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7993487459834988,0.5173279715566453,0.5556812424582882,0.3112400285369971,0.21024705876373845,JPM,-0.011118883651515699,0.054044751218804477,21
67,0.3338678403568578,0.7328579323345581,0.07759021165367737,0.9165325025963148,0.4807278576401409,0.7087366623769855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8149585817846526,0.5173279715566453,0.5556812424582882,0.3112400285369971,0.21024705876373845,JPM,-0.015703149913518955,0.058430021258509046,21
