,m,b,r,sd,perChange,bottomLinePerDistance,bottomLineXUp,bottomLineXDown,safetyLineXUp,safetyLineXDown,topLineXUp,topLineXDown,midLineXUp,midLineXDown,smaDist,lastHigh,lastLow,averageDown,averageUp,Ticker,TP%,SL%,days,success
367,0.04306008219503393,0.2143920337568917,0.5334873056668293,0.3821136478561322,0.17534135866118633,0.8300376524729793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49929008158336724,0.3457566253486062,0.8086341592988024,0.18841089421156457,0.0938057981030464,MA,-0.005404274245800367,0.05087162206905005,21,False
368,0.045865606653450824,0.21343730412584097,0.5446514203123571,0.3799531048203322,0.2839735963347842,0.8457206145360399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5254659021382642,0.3686797317784471,0.8383680817853341,0.18841089421156457,0.0938057981030464,MA,-0.00930741853079553,0.05459633645110584,21,False
369,0.04960116913807426,0.21216312301618917,0.5558187784284533,0.3785932387351072,0.30343123464819816,0.8803027238657134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5581582357038687,0.4121745817146193,0.8947859368663499,0.18841089421156457,0.0938057981030464,MA,-0.01662975107079656,0.06158393294524145,21,False
370,0.05376487067383622,0.2107396107155484,0.5668467779810007,0.3776940738304332,0.28344420209132853,0.8955894935841466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5927886428124393,0.43568774450197334,0.925285230750108,0.18841089421156457,0.0938057981030464,MA,-0.020543284064735934,0.07400350341839057,21,False
371,0.058022200076199563,0.2092807190700096,0.5777488790318647,0.376922470284537,0.27065661100909144,0.8980393578179507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6327206740623352,0.4456799874195235,0.9382463264587709,0.18841089421156457,0.0938057981030464,MA,-0.022196978414408597,0.07556693664550518,21,False
372,0.06327514717245579,0.2074764942903814,0.5882497001219275,0.37742098503350163,0.3049021682722181,0.9350454711485708,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6741809632102381,0.4932884397406209,1.0,0.18841089421156457,0.0938057981030464,MA,-0.030000000000000027,0.08294405758760703,21,False
373,0.06691815239676784,0.20622235163894354,0.5989886345536877,0.37605449029604365,0.20805327137354318,0.8722715455768181,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7266604423399231,0.4327472581163787,0.921471079534191,0.18841089421156457,0.0938057981030464,MA,-0.02604175200640868,0.07354241352928392,21,False
374,0.07067380410181867,0.2049264570229597,0.6096183002393963,0.3748208712732683,0.2712168586056019,0.8755028052769291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7761531140569505,0.4433272251528768,0.9351945214566948,0.18841089421156457,0.0938057981030464,MA,-0.02778357632787043,0.07519928779493323,21,False
375,0.07460946379163266,0.20356533562227583,0.6201280974631818,0.3737955897634416,0.2738279462092597,0.8813149158966644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8208979903561847,0.45684487988868927,0.9527284843750502,0.18841089421156457,0.0938057981030464,MA,-0.030000000000000027,0.07730761485115756,21,False
376,0.16798646101911405,0.38337061261597,0.650588597898296,0.41648316175218575,0.132571966925977,0.714107362168329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8532250393543342,0.3112930574238399,0.7726774252623356,0.23581194690507012,0.1625493244373546,MA,-0.017959024633039,0.06405043401599508,21,False
377,0.1659367115202482,0.3840778824983511,0.6570661596008031,0.4138737165737583,0.18327036185556458,0.6421966331367202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8761315288100112,0.27586710631529315,0.6618564645534076,0.23581194690507012,0.3394123058647523,MA,-0.003562024099717842,0.050329146678062764,21,True
378,0.16587629325867562,0.3840987777472554,0.665700813787734,0.4107223099089197,0.34589751380193334,0.7080982268221809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8907304225654321,0.18922789451180802,0.7742375511196449,0.23581194690507012,0.3394123058647523,MA,-0.01815873506669219,0.06424077117950333,21,True
379,0.16539829529414973,0.3842644684136031,0.6738885529035049,0.4076117029942118,0.24882120473387295,0.6933531117855213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9089508667946987,0.20306614174241772,0.7562877426255932,0.23581194690507012,0.3394123058647523,MA,-0.010514925927502361,0.06204618426740516,21,True
380,0.16637585434812943,0.3839248389107139,0.6831542224092612,0.4046099388131651,0.3220526370087041,0.7414907962686772,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9235301319287993,0.13748463400919522,0.8413545494939257,0.23581194690507012,0.3394123058647523,MA,-0.02139164463404397,0.07235645582255079,21,False
381,0.16692557288830723,0.3837334173081509,0.6920676797451966,0.40153096610889166,0.24926894820117057,0.7263691690085632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9365812380159103,0.1513224037625014,0.8234053603432068,0.23581194690507012,0.3394123058647523,MA,-0.019116595715734208,0.0701998888668468,21,False
382,0.16817555181240712,0.3832971635646516,0.7013402047979026,0.39863529566224015,0.2920237625626118,0.7491909086398867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9508167735318107,0.11702807386493236,0.8678890759348434,0.23581194690507012,0.3394123058647523,MA,-0.024735613498569453,0.07552627458824823,21,False
383,0.1691371839655732,0.3829607843656253,0.7103776518526499,0.3956636266137205,0.2546724576775026,0.7387482117914418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9623307542207896,0.12484915210789067,0.8577442321306682,0.23581194690507012,0.3394123058647523,MA,-0.02345982864290752,0.0743169311582389,21,False
